terminalId,portId,terminalCode,terminalName,terminalType,operatorName,latitude,longitude,isActive,totalBerths
524,107,COBUN-CT02,West Container Terminal,Container,COSCO Shipping Ports,3.8979,-77.0637,TRUE,4
525,107,COBUN-BT01,Iron Ore Terminal,Bulk,Vale Terminal,3.8868,-77.0451,TRUE,5
526,107,COBUN-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,3.8938,-77.0656,TRUE,2
527,108,ECGYE-CT01,International Container Terminal 1,Container,Terminal Investment Limited,-2.2094,-79.8956,TRUE,5
528,108,ECGYE-CT02,West Container Terminal,Container,SSA Marine,-2.2194,-79.8846,TRUE,3
529,108,ECGYE-BT01,Iron Ore Terminal,Bulk,Bunge Terminal,-2.2277,-79.8869,TRUE,4
530,109,PAMIT-CT01,East Container Terminal,Container,Port Authority,9.3492,-79.8595,TRUE,3
531,109,PAMIT-CT02,West Container Terminal,Container,Eurogate,9.3649,-79.8827,TRUE,6
532,109,PAMIT-BT01,Dry Bulk Terminal,Bulk,Glencore Terminal,9.3706,-79.8558,TRUE,2
533,110,PABLB-CT01,Gateway Container Terminal,Container,CMA CGM Terminals,8.9516,-79.586,TRUE,7
534,110,PABLB-CT02,North Container Terminal,Container,Hutchison Ports,8.9534,-79.5566,TRUE,8
535,110,PABLB-BT01,Minerals Terminal,Bulk,Louis Dreyfus,8.9492,-79.5514,TRUE,5
536,110,PABLB-GT01,Breakbulk Terminal,General,Multipurpose Terminal,8.9367,-79.5624,FALSE,3
537,111,PAPCN-CT01,Container Terminal 1,Container,APM Terminals,9.3661,-79.9155,TRUE,7
538,111,PAPCN-CT02,East Container Terminal,Container,Terminal Investment Limited,9.3483,-79.905,TRUE,5
539,112,JMKIN-CT01,East Container Terminal,Container,Port Authority,17.9645,-76.8016,TRUE,7
540,112,JMKIN-CT02,West Container Terminal,Container,APM Terminals,17.9559,-76.7878,TRUE,7
541,112,JMKIN-BT01,Agri-Bulk Terminal,Bulk,Rio Tinto Terminal,17.9655,-76.7874,TRUE,4
542,112,JMKIN-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,17.9864,-76.7918,TRUE,2
543,113,DOFDC-CT01,Gateway Container Terminal,Container,PSA International,18.4343,-69.6331,TRUE,8
544,113,DOFDC-CT02,Container Terminal 2,Container,MSC Terminal,18.4365,-69.6306,TRUE,8
545,113,DOFDC-BT01,Bulk Cargo Terminal 1,Bulk,ADM Terminal,18.4377,-69.6447,TRUE,5
546,113,DOFDC-GT01,Breakbulk Terminal,General,Multipurpose Terminal,18.447,-69.6184,TRUE,4
547,114,BSFPO-CT01,West Container Terminal,Container,DP World,26.5165,-78.7155,TRUE,6
548,114,BSFPO-CT02,Main Container Terminal 2,Container,Eurogate,26.5282,-78.7332,TRUE,3
549,115,TTPOS-CT01,North Container Terminal,Container,SSA Marine,10.6384,-61.5018,TRUE,5
550,115,TTPOS-CT02,West Container Terminal,Container,APM Terminals,10.636,-61.5262,TRUE,7
551,116,AUMEL-CT01,West Container Terminal,Container,APM Terminals,-37.8404,144.9098,TRUE,4
552,116,AUMEL-CT02,Container Terminal 2,Container,Port Authority,-37.8464,144.9266,TRUE,3
553,117,AUSYD-CT01,Deep Water Container Terminal,Container,Gulftainer,-33.8564,151.2191,TRUE,4
554,117,AUSYD-CT02,Container Terminal 2,Container,Port Authority,-33.862,151.1823,TRUE,8
555,118,AUBNE-CT01,Main Container Terminal 1,Container,SSA Marine,-27.3666,153.178,TRUE,3
556,118,AUBNE-CT02,Deep Water Container Terminal,Container,PSA International,-27.3883,153.1596,TRUE,5
557,118,AUBNE-BT01,Iron Ore Terminal,Bulk,Louis Dreyfus,-27.3763,153.1797,TRUE,4
558,118,AUBNE-GT01,General Cargo Terminal 1,General,Breakbulk Terminal,-27.4012,153.1754,TRUE,3
559,119,AUFRE-CT01,South Container Terminal,Container,CMA CGM Terminals,-32.0335,115.7391,FALSE,5
560,119,AUFRE-CT02,South Container Terminal,Container,CMA CGM Terminals,-32.0505,115.7454,TRUE,7
561,120,AUADL-CT01,East Container Terminal,Container,Eurogate,-34.8022,138.5077,TRUE,5
562,120,AUADL-CT02,Container Terminal 2,Container,COSCO Shipping Ports,-34.7984,138.5083,TRUE,3
563,120,AUADL-BT01,Dry Bulk Terminal,Bulk,Port Authority Bulk,-34.7997,138.4914,TRUE,5
564,121,NZAKL-CT01,Container Terminal 1,Container,CMA CGM Terminals,-36.8432,174.7401,TRUE,6
565,121,NZAKL-CT02,North Container Terminal,Container,DP World,-36.8524,174.7581,TRUE,4
566,121,NZAKL-BT01,Grain Terminal,Bulk,Cargill Terminal,-36.8302,174.7659,TRUE,4
567,121,NZAKL-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,-36.8389,174.746,TRUE,2
568,122,NZTAU-CT01,East Container Terminal,Container,APM Terminals,-37.6687,176.1768,TRUE,7
569,122,NZTAU-CT02,International Container Terminal 2,Container,Port Authority,-37.6651,176.171,TRUE,8
570,122,NZTAU-BT01,Minerals Terminal,Bulk,Glencore Terminal,-37.6643,176.1749,TRUE,2
571,122,NZTAU-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,-37.6413,176.1545,TRUE,3
572,123,NZLYT-CT01,Deep Water Container Terminal,Container,PSA International,-43.601,172.7243,TRUE,3
573,123,NZLYT-CT02,Deep Water Container Terminal,Container,CMA CGM Terminals,-43.6037,172.7058,TRUE,5
574,123,NZLYT-BT01,Minerals Terminal,Bulk,Port Authority,-43.6071,172.7263,TRUE,2
575,124,PGPOM-CT01,North Container Terminal,Container,DP World,-9.4517,147.1393,TRUE,7
576,124,PGPOM-CT02,Main Container Terminal 2,Container,Port Authority,-9.4734,147.1369,TRUE,3
577,125,FJSUV-CT01,International Container Terminal 1,Container,DP World,-18.1357,178.4106,TRUE,3
578,125,FJSUV-CT02,South Container Terminal,Container,DP World,-18.1479,178.4187,TRUE,6
579,125,FJSUV-BT01,Agri-Bulk Terminal,Bulk,ADM Terminal,-18.1394,178.4205,TRUE,4
580,126,MTMLA-CT01,Gateway Container Terminal,Container,DP World,35.8023,14.5464,TRUE,4
581,126,MTMLA-CT02,South Container Terminal,Container,MSC Terminal,35.8359,14.516,TRUE,3
582,126,MTMLA-BT01,Minerals Terminal,Bulk,Glencore Terminal,35.8154,14.5188,TRUE,5
583,126,MTMLA-GT01,Project Cargo Terminal,General,Multipurpose Terminal,35.8144,14.5227,TRUE,3
584,127,CYLMS-CT01,North Container Terminal,Container,ICTSI,34.6538,33.029,TRUE,8
585,127,CYLMS-CT02,South Container Terminal,Container,CMA CGM Terminals,34.6813,33.0188,FALSE,4
586,127,CYLMS-BT01,Bulk Cargo Terminal 1,Bulk,ADM Terminal,34.655,33.0193,TRUE,4
587,127,CYLMS-GT01,Project Cargo Terminal,General,Port Authority,34.6569,33.0326,TRUE,3
588,128,ILHFA-CT01,East Container Terminal,Container,DP World,32.8186,34.9873,TRUE,6
589,128,ILHFA-CT02,Container Terminal 2,Container,Hutchison Ports,32.8359,35.0132,TRUE,6
590,128,ILHFA-BT01,Iron Ore Terminal,Bulk,ADM Terminal,32.8168,34.9967,TRUE,4
591,128,ILHFA-GT01,General Cargo Terminal 1,General,Port Authority,32.8002,35.0049,TRUE,3
592,129,ILASH-CT01,North Container Terminal,Container,Eurogate,31.8058,34.6454,TRUE,7
593,129,ILASH-CT02,Main Container Terminal 2,Container,Port Authority,31.7912,34.6278,TRUE,5
594,130,JOAQJ-CT01,Deep Water Container Terminal,Container,CMA CGM Terminals,29.5062,34.9865,TRUE,7
595,130,JOAQJ-CT02,International Container Terminal 2,Container,Eurogate,29.5268,34.9837,TRUE,4
596,131,LBBEY-CT01,Gateway Container Terminal,Container,MSC Terminal,33.9083,35.4974,TRUE,8
597,131,LBBEY-CT02,International Container Terminal 2,Container,APM Terminals,33.8904,35.5156,TRUE,7
598,131,LBBEY-BT01,Iron Ore Terminal,Bulk,Bunge Terminal,33.8807,35.5266,TRUE,2
599,132,SYJLT-CT01,North Container Terminal,Container,Hutchison Ports,35.5269,35.7869,TRUE,6
600,132,SYJLT-CT02,Main Container Terminal 2,Container,Evergreen Marine,35.5256,35.787,TRUE,7
601,132,SYJLT-BT01,Bulk Cargo Terminal 1,Bulk,ADM Terminal,35.497,35.776,TRUE,2
602,133,MMRGN-CT01,Gateway Container Terminal,Container,Hutchison Ports,16.764,96.1839,TRUE,8
603,133,MMRGN-CT02,Container Terminal 2,Container,APM Terminals,16.7649,96.2022,TRUE,3
604,133,MMRGN-BT01,Minerals Terminal,Bulk,Vale Terminal,16.7794,96.1958,TRUE,4
605,133,MMRGN-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,16.7782,96.1745,TRUE,3
606,134,KHMPS-CT01,East Container Terminal,Container,SSA Marine,10.6447,103.4813,TRUE,4
607,134,KHMPS-CT02,Container Terminal 2,Container,Evergreen Marine,10.6318,103.5082,TRUE,6
608,134,KHMPS-BT01,Agri-Bulk Terminal,Bulk,ADM Terminal,10.6419,103.4912,TRUE,4
609,135,KHPNH-CT01,Gateway Container Terminal,Container,ICTSI,11.578,104.9019,TRUE,5
610,135,KHPNH-CT02,Main Container Terminal 2,Container,Hutchison Ports,11.5521,104.9366,TRUE,8
611,136,NZWLG-CT01,Gateway Container Terminal,Container,Hutchison Ports,-41.2918,174.797,TRUE,4
612,136,NZWLG-CT02,Container Terminal 2,Container,APM Terminals,-41.2965,174.7832,TRUE,6
613,136,NZWLG-BT01,Coal Terminal,Bulk,BHP Terminal,-41.2678,174.7925,TRUE,3
614,137,GBIMM-CT01,West Container Terminal,Container,Hutchison Ports,53.616,-0.1997,TRUE,5
615,137,GBIMM-CT02,South Container Terminal,Container,Hutchison Ports,53.6491,-0.1691,TRUE,6
616,137,GBIMM-BT01,Grain Terminal,Bulk,Port Authority,53.6279,-0.1996,TRUE,3
617,138,GBLIV-CT01,West Container Terminal,Container,MSC Terminal,53.3883,-2.9751,TRUE,5
618,138,GBLIV-CT02,Deep Water Container Terminal,Container,Terminal Investment Limited,53.4196,-2.9689,TRUE,3
619,138,GBLIV-BT01,Iron Ore Terminal,Bulk,Glencore Terminal,53.4126,-2.9985,TRUE,4
620,139,IEDUB-CT01,Container Terminal 1,Container,MSC Terminal,53.3331,-6.1934,TRUE,5
621,139,IEDUB-CT02,Main Container Terminal 2,Container,Terminal Investment Limited,53.3655,-6.1828,TRUE,8
622,139,IEDUB-BT01,Grain Terminal,Bulk,Port Authority,53.3461,-6.2121,TRUE,3
623,140,IECOR-CT01,Main Container Terminal 1,Container,Hutchison Ports,51.87,-8.2887,TRUE,8
624,140,IECOR-CT02,West Container Terminal,Container,Port Authority,51.8325,-8.3085,TRUE,7
625,140,IECOR-BT01,Minerals Terminal,Bulk,Louis Dreyfus,51.8392,-8.2821,TRUE,4
626,140,IECOR-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,51.8613,-8.2971,TRUE,4
627,141,PTSIE-CT01,International Container Terminal 1,Container,Gulftainer,37.9622,-8.8715,TRUE,3
628,141,PTSIE-CT02,Gateway Container Terminal,Container,DP World,37.9305,-8.8594,TRUE,4
629,142,PTLEI-CT01,East Container Terminal,Container,ICTSI,41.1819,-8.6807,FALSE,5
630,142,PTLEI-CT02,South Container Terminal,Container,CMA CGM Terminals,41.1955,-8.6875,TRUE,6
631,143,NOFRK-CT01,Deep Water Container Terminal,Container,SSA Marine,59.1999,10.9673,TRUE,4
632,143,NOFRK-CT02,Deep Water Container Terminal,Container,CMA CGM Terminals,59.2021,10.9398,TRUE,5
633,143,NOFRK-BT01,Grain Terminal,Bulk,Port Authority,59.2131,10.9619,FALSE,2
634,144,NOOSL-CT01,East Container Terminal,Container,DP World,59.9097,10.7405,TRUE,6
635,144,NOOSL-CT02,Gateway Container Terminal,Container,SSA Marine,59.9097,10.7643,TRUE,5
636,145,DKAAR-CT01,Container Terminal 1,Container,CMA CGM Terminals,56.1367,10.217,TRUE,5
637,145,DKAAR-CT02,East Container Terminal,Container,PSA International,56.1303,10.2349,TRUE,3
638,146,DKCPH-CT01,Deep Water Container Terminal,Container,PSA International,55.6885,12.5686,TRUE,7
639,146,DKCPH-CT02,Container Terminal 2,Container,Hutchison Ports,55.6722,12.5871,TRUE,4
640,146,DKCPH-BT01,Grain Terminal,Bulk,Louis Dreyfus,55.6899,12.6017,TRUE,3
641,147,FIHEL-CT01,Deep Water Container Terminal,Container,DP World,60.1528,24.9528,TRUE,4
642,147,FIHEL-CT02,West Container Terminal,Container,DP World,60.1546,24.9825,TRUE,7
643,147,FIHEL-BT01,Agri-Bulk Terminal,Bulk,Port Authority Bulk,60.1356,24.9856,TRUE,2
644,147,FIHEL-GT01,Project Cargo Terminal,General,Port Authority,60.1426,24.9713,TRUE,2
645,148,EEKLR-CT01,North Container Terminal,Container,Hutchison Ports,59.4417,24.7763,TRUE,8
646,148,EEKLR-CT02,Deep Water Container Terminal,Container,Evergreen Marine,59.4589,24.7732,TRUE,3
647,148,EEKLR-BT01,Grain Terminal,Bulk,Port Authority,59.4605,24.7797,TRUE,5
648,149,LVRIX-CT01,South Container Terminal,Container,ICTSI,56.9835,24.085,TRUE,4
649,149,LVRIX-CT02,Container Terminal 2,Container,Terminal Investment Limited,56.9617,24.0953,FALSE,3
650,149,LVRIX-BT01,Bulk Cargo Terminal 1,Bulk,Cargill Terminal,56.967,24.0992,TRUE,2
651,150,LTKLJ-CT01,East Container Terminal,Container,Hutchison Ports,55.7061,21.1412,TRUE,6
652,150,LTKLJ-CT02,Container Terminal 2,Container,Hutchison Ports,55.6985,21.117,TRUE,4
653,150,LTKLJ-BT01,Grain Terminal,Bulk,Rio Tinto Terminal,55.6949,21.1287,TRUE,5
